aror,asd,variable,color
-11.554216,1.8258655,IEEE Transactions on Network Science and Engineering,#2ca02c
-7.6398478,-4.9308357,arXiv: Probability,#2ca02c
-3.3640802,3.1786406,Stochastic Processes and their Applications,#2ca02c
9.252336,2.86423,Zeitschrift Fur Psychologie-journal of Psychology,#d62728
9.672569,2.7329862,Applied Cognitive Psychology,#d62728
7.57402,4.1846085,Learning and Instruction,#d62728
1.8391942,8.021432,Health Communication,#d62728
8.251926,-0.8799256,Psychology Health & Medicine,#d62728
6.9363246,4.5947013,international conference of learning sciences,#1f77b4
8.681684,5.3028226,Discourse Processes,#d62728
-9.911197,1.4322963,international conference on intelligent computing,#1f77b4
1.9742575,8.042381,Journal of Media Psychology,#d62728
6.069918,4.922622,Computers in Education,#1f77b4
7.8933387,-3.2107172,Patient Education and Counseling,#ff7f0e
7.4630394,4.2234573,Metacognition and Learning,#d62728
1.3822699,8.233996,Communication Education,#d62728
8.4685955,3.222962,Journal of Educational Psychology,#d62728
5.996377,5.143143,Zeitschrift für Hochschulentwicklung,#d62728
7.1044397,4.8645916,Cognition and Instruction,#d62728
9.318936,2.689335,Swiss Journal of Psychology,#d62728
3.1771944,7.8286195,Studies in communication sciences,#d62728
7.2172823,4.321403,"Psychology, Learning and Teaching",#d62728
6.8562164,4.680381,European Journal of Psychology of Education,#d62728
6.657252,5.1968303,International Journal of Educational Research,#d62728
9.396956,2.8085632,Psychologische Rundschau,#d62728
9.104201,3.772707,Journal of Language and Social Psychology,#d62728
5.8593454,5.031337,Active Learning in Higher Education,#d62728
6.4073935,5.024341,The International Journal of Higher Education,#d62728
6.127596,5.17899,Higher Education,#d62728
-8.286367,4.219451,Advances in Human-computer Interaction,#1f77b4
6.016797,4.8438544,Journal of Computer Assisted Learning,#1f77b4
8.736511,-2.4148872,The Journal of medical research,#ff7f0e
8.268227,-0.81947345,Health psychology open,#d62728
3.8240197,7.8121057,Public Understanding of Science,#d62728
7.7040834,3.9861016,International Journal of Doctoral Studies,#d62728
-7.806577,4.9999332,International Journal of Human-computer Interaction,#1f77b4
5.989827,4.9297004,International Journal of Educational Technology in Higher Education,#d62728
-9.678948,3.8021028,canadian conference on artificial intelligence,#1f77b4
-9.413193,4.156642,mexican international conference on artificial intelligence,#1f77b4
-10.2786,4.0578656,intelligent information systems,#1f77b4
7.846433,-6.4842257,Circulation,#ff7f0e
8.261992,-6.8660903,Circulation-cardiovascular Quality and Outcomes,#ff7f0e
8.543062,-6.3990226,Resuscitation,#ff7f0e
8.495746,-6.1974864,Emergency Medicine Journal,#ff7f0e
3.2035265,-4.6514173,Genetics,#2ca02c
2.7667003,-4.861287,Journal of Molecular Evolution,#2ca02c
-3.3531108,3.1669466,arXiv: Statistics Theory,#2ca02c
2.5956829,-5.231159,BMC Bioinformatics,#2ca02c
2.7226324,-5.121781,BMC Genomics,#2ca02c
0.5748172,-2.7732382,Phytopathology,#2ca02c
2.7702818,-5.1052012,Algorithms for Molecular Biology,#1f77b4
0.07206785,-5.7844305,Advanced Materials Research,#1f77b4
-8.86405,0.7718643,"International Journal of Modelling, Identification and Control",#2ca02c
-12.104697,2.51599,ACM Transactions on Modeling and Computer Simulation,#1f77b4
-9.491057,3.195832,ieee international conference on fuzzy systems,#1f77b4
-6.261074,0.2594095,Journal of Engineering for Gas Turbines and Power-transactions of The Asme,#1f77b4
-2.6523008,-5.209867,Soft Matter,#2ca02c
-4.6036654,-4.1325355,Journal of Mathematical Biology,#2ca02c
-9.93357,3.6906424,australasian joint conference on artificial intelligence,#1f77b4
-0.22832341,-5.339956,Applied Thermal Engineering,#1f77b4
-7.586184,-4.931046,arXiv: Combinatorics,#2ca02c
6.8807645,-3.885245,Public Health Forum,#ff7f0e
5.481149,-4.03575,Annali di igiene : medicina preventiva e di comunità,#ff7f0e
8.572757,-0.55035335,Drug and Alcohol Dependence,#ff7f0e
5.407705,-3.984269,Italian Journal of Public Health,#ff7f0e
8.117968,-6.916258,International Journal of Cardiology,#ff7f0e
9.558182,-1.3532188,International Journal of Geriatric Psychiatry,#d62728
6.488832,-3.6471643,European Journal of Public Health,#ff7f0e
5.4552646,-4.044899,Journal of preventive medicine and hygiene,#ff7f0e
7.3922896,-1.8893188,Preventive Medicine,#ff7f0e
5.6722293,-3.9897227,Igiene e sanità pubblica,#ff7f0e
6.823533,-5.2226596,Pharmacoepidemiology and Drug Safety,#ff7f0e
8.389437,-0.81027204,Drugs-education Prevention and Policy,#ff7f0e
8.36335,-7.089079,Catheterization and Cardiovascular Interventions,#ff7f0e
7.0521307,-2.7575912,Journal of Epidemiology and Community Health,#ff7f0e
8.664241,-7.2372284,Acta Cardiologica,#ff7f0e
9.141701,-6.46452,Journal of Emergency Medicine,#ff7f0e
7.734697,-3.1530972,BMC Health Services Research,#ff7f0e
7.024993,-2.9314,Journal of Public Health,#ff7f0e
7.2925296,-2.2917116,Journal of Public Health Research,#ff7f0e
6.861839,-5.349344,Journal of Hypertension,#ff7f0e
5.5828886,-4.161879,"Epidemiology, biostatistics, and public health",#ff7f0e
5.532557,-6.5423956,Tumori,#ff7f0e
5.538188,-3.9943194,Annali dell'Istituto Superiore di Sanità,#ff7f0e
6.7628083,-8.413723,Surgical Endoscopy and Other Interventional Techniques,#ff7f0e
-8.467651,1.502105,Journal of Medical Systems,#ff7f0e
8.724663,-0.458259,Journal of Addiction Medicine,#ff7f0e
5.833212,-3.9736013,Human Vaccines & Immunotherapeutics,#ff7f0e
5.3958693,-4.0977573,Food and Environmental Virology,#2ca02c
9.665679,-0.0195218,Psychiatric Services,#ff7f0e
7.417369,-8.82865,Acta Radiologica,#ff7f0e
8.368797,-0.7264919,Journal of Substance Use,#ff7f0e
7.7090106,-3.7043405,Journal of Clinical Epidemiology,#ff7f0e
7.188312,-2.8603084,Public Health,#ff7f0e
12.342621,-11.812943,JAMA Dermatology,#ff7f0e
6.8672447,-2.9688187,BMC Research Notes,#ff7f0e
6.876714,-2.4209108,Journal of Public Health Management and Practice,#ff7f0e
6.065885,-4.0260854,Medicina Del Lavoro,#ff7f0e
10.115305,0.09532583,European Psychiatry,#d62728
6.6387105,-4.05855,European Journal of Epidemiology,#ff7f0e
9.9423065,0.15889144,Frontiers in Psychiatry,#d62728
8.316454,0.8910915,Eating Behaviors,#d62728
6.835647,-17.404545,European Journal of Ophthalmology,#ff7f0e
8.052057,-4.382182,European Journal of Integrative Medicine,#ff7f0e
7.1675925,-2.8249125,International Journal of Health Planning and Management,#ff7f0e
7.841722,-3.5239558,Family Practice,#ff7f0e
7.795904,-4.0076437,International Journal of Technology Assessment in Health Care,#ff7f0e
7.45875,-1.4800494,Tobacco Control,#ff7f0e
5.567197,-3.8330545,Vaccine,#2ca02c
9.586108,-1.2605646,International Psychogeriatrics,#d62728
9.214234,0.97571105,Clinical Psychology Review,#d62728
8.582838,-3.051333,Primary Health Care Research & Development,#ff7f0e
7.8842688,-3.6032774,International Journal for Quality in Health Care,#ff7f0e
6.1835704,-5.934709,MINERVA Pediatrica,#ff7f0e
12.312601,-11.780998,British Journal of Dermatology,#ff7f0e
7.512738,-3.1680124,Health Policy,#ff7f0e
6.0528154,-3.937259,Gaceta Sanitaria,#ff7f0e
7.499031,-1.7210844,Health Education Research,#ff7f0e
5.482099,-6.2771845,European Review for Medical and Pharmacological Sciences,#ff7f0e
5.4223213,-4.118643,Epidemiologia e prevenzione,#ff7f0e
4.709937,-6.84549,Default journal,#ff7f0e
9.116214,0.6503086,Transcultural Psychiatry,#d62728
-7.4568076,1.373182,International Journal of Medical Informatics,#ff7f0e
5.7737713,-6.19403,Recenti progressi in medicina,#ff7f0e
7.054093,-2.3676994,Food & Nutrition Research,#ff7f0e
8.021583,-3.4893732,Journal of Evaluation in Clinical Practice,#ff7f0e
7.4877563,-2.5335255,Perspectives in Public Health,#ff7f0e
7.071229,-2.6352775,International Journal of Environmental Research and Public Health,#ff7f0e
8.685126,-0.16719261,Omega-journal of Death and Dying,#d62728
9.038786,1.062435,European Journal of Psychiatry,#d62728
4.236532,8.290519,Comparative Sociology,#d62728
3.5612226,9.208161,Journal of European Public Policy,#d62728
5.188193,-3.7845368,Reviews on environmental health,#ff7f0e
3.5879245,9.125839,East European Politics and Societies,#d62728
4.233686,8.450123,Social Networks,#2ca02c
-13.156289,3.7054203,international conference on information security,#1f77b4
-11.420552,4.6974688,extending database technology,#1f77b4
-13.268928,3.6014662,computer and communications security,#1f77b4
-11.497686,3.6605206,international conference on web services,#1f77b4
-12.864388,3.5776784,International Journal of Information Security,#1f77b4
-10.692244,2.589821,databases in networked information systems,#1f77b4
-11.502402,3.2470875,International Journal of Web Services Research,#1f77b4
-12.80133,3.9975498,annual information security symposium,#1f77b4
-12.919613,3.8053982,Information Security Technical Report,#1f77b4
-12.983117,3.7258518,symposium on access control models and technologies,#1f77b4
-13.339061,3.50332,ieee symposium on security and privacy,#1f77b4
-11.277776,2.5718827,Computer Systems: Science & Engineering,#1f77b4
-11.7445135,2.3165572,Annales Des Télécommunications,#2ca02c
-10.952484,3.5222714,international conference on move to meaningful internet systems,#1f77b4
-10.918271,4.037286,database systems for advanced applications,#1f77b4
-8.56494,2.8484569,International Journal of Information Security and Privacy,#1f77b4
-11.408417,3.4043908,collaborative computing,#1f77b4
-9.991712,2.9936178,International Journal of Web Information Systems,#1f77b4
-11.809658,3.9540527,computer software and applications conference,#1f77b4
-12.99957,3.7269008,ACM Transactions on Information and System Security,#1f77b4
-10.860354,2.269309,asia-pacific services computing conference,#1f77b4
-11.321829,3.4264088,Computer Standards & Interfaces,#1f77b4
-13.026789,3.6773677,conference on data and application security and privacy,#1f77b4
-12.311536,3.2433727,Computers & Security,#1f77b4
-12.298917,3.0191138,IEEE Transactions on Dependable and Secure Computing,#1f77b4
-10.853243,2.7837923,information reuse and integration,#1f77b4
-10.856907,4.3784614,privacy security risk and trust,#1f77b4
-10.770718,4.413085,data and knowledge engineering,#1f77b4
-12.424297,3.5526426,conference on risks and security of internet and systems,#1f77b4
-13.129384,2.0927742,international conference on distributed computing systems,#1f77b4
-12.292537,1.5474671,Mobile Networks and Applications,#1f77b4
-9.605323,2.7182326,international conference on evolutionary multi criterion optimization,#1f77b4
-11.473285,3.1721878,color imaging conference,#1f77b4
-11.386884,3.0597866,ieee international conference on smart city socialcom sustaincom,#1f77b4
-11.762788,2.2499306,Journal of Network and Computer Applications,#1f77b4
-11.600665,3.2902298,ieee international conference on services computing,#1f77b4
-12.525479,2.3807068,annual mediterranean ad hoc networking workshop,#1f77b4
-12.649779,3.6659815,international conference information security theory and practice,#1f77b4
-10.842111,4.653127,ACM Transactions on The Web,#1f77b4
-11.66905,2.7335606,IEEE Transactions on Services Computing,#1f77b4
-12.200797,2.7891736,"arXiv: Distributed, Parallel, and Cluster Computing",#1f77b4
-10.834357,3.3312304,Online Social Networks and Media,#1f77b4
-9.557301,3.9048133,Wiley Interdisciplinary Reviews-Data Mining and Knowledge Discovery,#1f77b4
-11.334178,3.559156,ACM Transactions on Internet Technology,#1f77b4
-11.531422,2.5861864,the internet of things,#1f77b4
-3.2430024,6.9190187,Universia Business Review,#d62728
-2.0830169,7.519674,Journal of Advertising,#d62728
-6.911181,5.7789516,Telematics and Informatics,#1f77b4
-2.6437747,7.378188,The Journal of Marketing Theory and Practice,#d62728
-11.201634,2.3119123,international conference on networks,#1f77b4
-12.706206,1.5343329,Computer Communications,#1f77b4
5.923682,4.614352,international conference on computers in education,#1f77b4
-9.536245,5.064995,adaptive hypermedia and adaptive web based systems,#1f77b4
-9.592497,4.8011847,intelligent tutoring systems,#1f77b4
-9.269028,5.0081663,artificial intelligence in education,#1f77b4
-9.733712,4.8915663,"international conference on user modeling, adaptation, and personalization",#1f77b4
6.5646305,4.8826256,computer supported collaborative learning,#1f77b4
-8.472783,4.8084645,australasian computer-human interaction conference,#1f77b4
-9.6559305,4.838739,intelligent user interfaces,#1f77b4
-8.349513,5.2036824,human factors in computing systems,#1f77b4
-7.6009173,1.4726939,artificial intelligence in medicine in europe,#1f77b4
-8.276166,4.8789163,new zealand chapter's international conference on computer-human interaction,#1f77b4
-8.344879,4.8144546,international conference on human computer interaction,#1f77b4
-8.214656,2.6158583,International Journal of Advanced Computer Science and Applications,#1f77b4
-8.7781105,0.49983573,robotics automation and mechatronics,#1f77b4
-8.625214,4.4803977,frontiers in education conference,#d62728
7.4813256,-2.022959,Games for health journal,#d62728
5.777973,4.9138565,International Association for Development of the Information Society,#1f77b4
-9.018692,4.282281,international conference on computer supported education,#1f77b4
-6.847314,-2.9376354,Journal of Computational and Applied Mathematics,#2ca02c
-8.021427,4.1005683,Smart Learning Environments,#1f77b4
6.229597,5.456673,Form@re : Open Journal per la Formazione in Rete,#d62728
-10.043526,6.403467,language resources and evaluation,#1f77b4
2.7380204,6.7894506,Anàlisi: Quaderns de Comunicació i Cultura,#d62728
2.9089844,7.733368,Critical Studies in Media Communication,#d62728
11.608274,0.12497529,BMC Neuroscience,#2ca02c
-8.154378,5.0370164,Design Studies,#1f77b4
-8.249941,5.177546,designing interactive systems,#1f77b4
-6.543598,4.392396,Journal of Engineering Design,#1f77b4
9.178323,3.3927834,Psychology of Music,#d62728
9.043313,3.7409778,Musicae Scientiae,#d62728
6.9217677,-7.952518,Case Reports,#ff7f0e
-8.264623,5.2738194,nordic conference on human-computer interaction,#1f77b4
9.182899,3.9832182,Music Perception: An Interdisciplinary Journal,#d62728
8.130032,-2.1451352,The Medical Journal of Australia,#ff7f0e
7.9942565,-2.779721,Rural and Remote Health,#ff7f0e
8.796531,0.5428952,Tradition,#d62728
9.651227,-3.8321967,Collegian,#ff7f0e
9.673474,-3.6027558,Contemporary Nurse,#ff7f0e
8.135194,-2.174303,Australian Journal of Rural Health,#ff7f0e
9.31093,-0.49480864,Australasian Psychiatry,#ff7f0e
8.992801,1.431499,Australian Psychologist,#d62728
3.5767531,7.523928,The Australian Journalism Review,#d62728
8.856757,1.8359901,"Psychiatry, Psychology and Law",#d62728
7.9147105,-1.9006487,Australian and New Zealand Journal of Public Health,#ff7f0e
8.956708,2.5122437,Psychology Crime & Law,#d62728
-10.363304,-0.4370263,british machine vision conference,#1f77b4
-10.290999,-0.47038707,european conference on computer vision,#1f77b4
-10.328603,-0.4590441,computer vision and pattern recognition,#1f77b4
-10.421658,-0.39471185,International Journal of Computer Vision,#1f77b4
-8.998286,-3.5925431,Information Processing Letters,#2ca02c
-11.978487,4.735838,Electronic Notes in Theoretical Computer Science,#1f77b4
-12.250583,4.968469,conference on software maintenance and reengineering,#1f77b4
-10.02619,4.398247,Applied Artificial Intelligence,#1f77b4
-10.046627,4.134529,international conference on web information systems and technologies,#1f77b4
-9.843148,3.7399845,hellenic conference on artificial intelligence,#1f77b4
-9.950565,3.815229,panhellenic conference on informatics,#1f77b4
-2.5638494,7.3756876,Journal of Marketing Channels,#d62728
2.059162,-2.401731,The Journal of Extension,#d62728
-3.1128309,7.5381575,Managing Service Quality,#d62728
-2.8217494,7.4359007,Journal of Service Management,#d62728
-2.7978256,7.414424,Journal of Services Marketing,#d62728
-2.5819073,7.447664,Psychology & Marketing,#d62728
-2.858922,7.3692555,Journal of Business & Industrial Marketing,#d62728
-3.0615113,6.377125,Journal of Managerial Psychology,#d62728
-3.019351,7.2316394,Journal of Retailing and Consumer Services,#d62728
-2.7498894,7.405208,Journal of Business Research,#d62728
-2.60131,7.435198,Journal of Nonprofit & Public Sector Marketing,#d62728
-2.6152143,7.3346143,academy marketing science conference,#d62728
-2.8093858,7.419215,academy marketing science world marketing congress,#d62728
-2.1927528,7.227886,International Journal of Nonprofit and Voluntary Sector Marketing,#d62728
-10.253181,0.3557856,Proceedings of SPIE,#2ca02c
-11.877861,2.033677,international conference on telecommunications,#1f77b4
